fname,bbox_n,bbox_w,bbox_h
train-09143,47,61.34781106989434,21.100524090706035
train-09144,11,67.84313479336825,18.850329312411226
train-09145,11,82.43875815651633,34.68094184181907
train-09146,0,0.0,0.0
train-09147,0,0.0,0.0
train-09148,14,55.895218440464575,33.99063655308315
train-09149,13,40.69463407076322,18.517293196458088
train-09150,1,38.6805419921875,61.86230850219727
train-09151,23,34.398212598717734,26.14989902662194
train-09152,0,0.0,0.0
train-09153,0,0.0,0.0
train-09154,15,38.99708658854167,17.44442647298177
train-09155,0,0.0,0.0
train-09156,0,0.0,0.0
train-09157,0,0.0,0.0
train-09158,10,84.78422546386719,28.737750244140624
train-09159,20,83.55683135986328,40.59601354598999
train-09160,0,0.0,0.0
train-09161,0,0.0,0.0
train-09162,11,121.73833951083095,56.57370133833452
train-09163,0,0.0,0.0
train-09164,11,108.70010861483487,62.29487054998224
train-09165,19,89.5355304918791,32.77903868022718
train-09166,9,66.28059387207031,48.169459025065095
train-09167,37,68.9474465653703,18.919625076087748
train-09168,2,43.36339569091797,6.594348907470702
train-09169,0,0.0,0.0
train-09170,63,73.40152316623265,31.56046428377666
train-09171,16,149.8024616241455,42.837795734405525
train-09172,42,52.816527957008,13.593476068405876
train-09173,8,141.17508697509766,45.24181270599365
train-09174,1,25.33334350585937,36.0
train-09175,16,235.49796104431152,70.81956911087036
train-09176,14,128.02727563040597,50.24911798749651
train-09177,9,37.66148037380643,10.464009602864584
train-09178,0,0.0,0.0
train-09179,5,132.81315002441406,59.06336669921875
train-09180,0,0.0,0.0
train-09181,0,0.0,0.0
train-09182,0,0.0,0.0
train-09183,34,54.79565654081457,20.038814320283773
train-09184,0,0.0,0.0
train-09185,0,0.0,0.0
train-09186,26,52.57450690636268,24.59440466073843
train-09187,1,20.0,9.33331298828125
train-09188,4,69.23783111572266,15.717018127441404
train-09189,3,37.71812438964844,6.185503641764322
train-09190,10,77.47111511230469,30.116219329833985
train-09191,1,32.0,21.333328247070312
train-09192,4,57.15673828125,13.921722412109375
train-09193,2,73.33333587646484,27.33333778381348
train-09194,16,84.62191343307495,25.553022265434265
train-09195,13,27.27972558828501,16.244362170879658
train-09196,2,38.653228759765625,16.076034545898438
train-09197,29,55.44637167042699,28.177916691221036
train-09198,3,115.94798278808594,45.5561040242513
train-09199,9,122.57716708713109,70.74405924479167
train-09200,17,69.36662673950195,22.387241139131433
train-09201,10,62.26666259765625,13.866668701171875
train-09202,1,41.33333206176758,10.666666984558104
train-09203,18,47.47210015190972,19.775377061631943
train-09204,11,48.6958666714755,26.95234194668857
train-09205,13,166.72662412203275,51.58415544950046
train-09206,0,0.0,0.0
train-09207,32,69.20611238479614,11.951822280883787
train-09208,19,84.36723131882519,52.86931750648901
train-09209,0,0.0,0.0
train-09210,4,94.0342254638672,49.72726821899414
train-09211,4,52.66665649414063,21.66666030883789
train-09212,15,58.169969431559245,27.052302042643234
train-09213,0,0.0,0.0
train-09214,0,0.0,0.0
train-09215,18,155.24484803941516,42.082628038194436
train-09216,20,137.74821014404296,34.39844646453857
train-09217,11,73.58855646306819,27.68077087402344
train-09218,0,0.0,0.0
train-09219,10,79.82805786132812,53.12002105712891
train-09220,5,53.49381103515625,36.93170776367187
train-09221,34,80.86563219743617,31.999835126540237
train-09222,5,95.73637084960936,39.913653564453135
train-09223,34,52.61071081722485,20.85158404181985
train-09224,66,53.95327703880541,19.13023064353249
train-09225,4,207.52144622802732,90.4801788330078
train-09226,0,0.0,0.0
train-09227,0,0.0,0.0
train-09228,0,0.0,0.0
train-09229,0,0.0,0.0
train-09230,3,14.666674296061196,18.222222646077476
train-09231,49,50.11536672163982,18.676838699652226
train-09232,0,0.0,0.0
train-09233,3,84.21372477213542,14.850051879882812
train-09234,8,37.807377815246575,18.381149291992188
train-09235,38,51.564758852908476,19.069870798211348
train-09236,38,94.20582078632557,32.89937732094213
train-09237,19,99.85079273424653,36.36969054372687
train-09238,19,83.84556679976612,31.692687687120944
train-09239,0,0.0,0.0
train-09240,18,77.38861529032391,38.8208802541097
train-09241,29,64.16061427675443,23.658871091645334
train-09242,2,89.73884582519531,23.222023010253906
train-09243,1,50.20296478271485,36.68569946289063
train-09244,0,0.0,0.0
train-09245,3,130.67520141601562,103.88868204752606
train-09246,23,106.74224936443828,49.396769274836
train-09247,33,92.87873863451411,31.45758056640625
train-09248,0,0.0,0.0
train-09249,1,14.666656494140625,36.0
train-09250,8,65.5070686340332,31.26596069335937
train-09251,4,54.30307388305664,35.77513885498047
train-09252,6,50.5906982421875,18.21556218465169
train-09253,0,0.0,0.0
train-09254,7,23.711931501116077,13.694514683314733
train-09255,0,0.0,0.0
train-09256,10,123.91785717010498,41.019615936279294
train-09257,9,58.258561876085075,43.56473965115018
train-09258,1,141.3333282470703,38.66668701171875
train-09259,9,38.30755021837023,20.577097574869796
train-09260,6,145.33944702148438,60.84761110941568
train-09261,4,443.6666412353516,57.666664123535156
train-09262,11,69.69806324351917,37.10088036277077
train-09263,17,120.92107166963464,40.83745440314798
train-09264,13,82.48609806941106,27.328628540039066
train-09265,19,22.118744097257924,17.55797125163831
train-09266,0,0.0,0.0
train-09267,12,41.212878863016755,13.597985347112019
train-09268,21,66.91682543073382,30.62660108293806
train-09269,0,0.0,0.0
train-09270,0,0.0,0.0
train-09271,0,0.0,0.0
train-09272,28,86.78803975241524,31.177011149270196
train-09273,32,85.17736339569092,27.52006220817566
train-09274,0,0.0,0.0
train-09275,0,0.0,0.0
train-09276,23,52.42439999787703,15.225864244543988
train-09277,0,0.0,0.0
train-09278,66,56.44931609702833,16.724765286301118
train-09279,0,0.0,0.0
train-09280,16,72.57994031906128,31.34804391860962
train-09281,0,0.0,0.0
train-09282,8,149.17513465881348,41.70976209640503
train-09283,0,0.0,0.0
train-09284,8,48.85263442993164,17.962974548339844
train-09285,23,56.52127854720406,25.64075105086617
train-09286,0,0.0,0.0
train-09287,0,0.0,0.0
train-09288,2,72.00000381469727,37.33333683013915
train-09289,0,0.0,0.0
train-09290,0,0.0,0.0
train-09291,24,31.944447199503585,15.444444179534912
train-09292,0,0.0,0.0
train-09293,26,60.47303683941181,24.711137918325573
train-09294,21,170.6068086170015,48.14453887939453
train-09295,2,48.337257385253906,29.184310913085934
train-09296,10,92.89896087646484,25.90184097290039
train-09297,9,28.73834779527452,16.228167215983074
train-09298,11,190.205380526456,48.64878983931108
train-09299,12,91.18173885345459,50.86703109741211
train-09300,19,60.60981429250617,28.05044957211143
train-09301,5,83.32078552246094,29.37218933105469
train-09302,10,56.60616912841797,17.822755241394038
train-09303,64,44.78459906578064,21.517390698194504
train-09304,5,26.076483154296874,11.737393188476565
train-09305,0,0.0,0.0
train-09306,0,0.0,0.0
train-09307,13,83.63822232759915,28.32149564302885
train-09308,6,89.90818532307941,57.76711018880209
train-09309,16,33.57955664396286,17.442187070846558
train-09310,6,44.64110310872397,32.161259969075516
train-09311,14,68.44930812290737,19.88241168430873
train-09312,11,34.91784737326882,18.306067033247515
train-09313,39,55.52678435888046,18.891954519809822
train-09314,0,0.0,0.0
train-09315,0,0.0,0.0
train-09316,0,0.0,0.0
train-09317,24,64.96519088745117,27.852163314819336
train-09318,0,0.0,0.0
train-09319,3,161.18647257486978,59.143678029378265
train-09320,12,33.86395581563314,11.21072483062744
train-09321,5,48.771017456054686,13.900994873046875
train-09322,1,48.1661376953125,25.726593017578125
train-09323,13,43.69983570392315,12.467708881084736
train-09324,3,57.77777862548828,40.88888549804688
train-09325,48,64.18337130546571,28.36646898587545
train-09326,0,0.0,0.0
train-09327,14,107.28553172520228,39.503431865147185
train-09328,2,287.8196716308594,39.92127990722656
train-09329,20,46.38364486694336,20.131313157081607
train-09330,6,94.08377838134766,24.92167409261068
train-09331,8,185.0089454650879,54.63676929473877
train-09332,0,0.0,0.0
train-09333,23,111.45511179384977,33.28641360739003
train-09334,6,34.31882476806641,36.66092173258463
train-09335,29,52.74837339335475,25.67907201832739
train-09336,17,51.97618675231934,19.016292796415442
train-09337,59,50.139838655116186,21.86369139461194
train-09338,14,68.0064343043736,21.82357570103236
train-09339,10,117.66605987548829,47.324367141723634
train-09340,0,0.0,0.0
train-09341,20,48.335637283325205,21.60451602935791
train-09342,20,77.73920440673828,38.760355377197264
train-09343,0,0.0,0.0
train-09344,16,53.85423171520233,25.72213554382324
train-09345,12,63.77777481079102,18.99999745686849
train-09346,7,45.140489850725444,14.305149623325892
train-09347,17,85.12365004595588,26.751542708453012
train-09348,8,85.97973537445068,69.45654010772705
train-09349,0,0.0,0.0
train-09350,14,49.05810737609863,17.314437866210938
train-09351,0,0.0,0.0
train-09352,3,20.0,8.000005086263021
train-09353,0,0.0,0.0
train-09354,0,0.0,0.0
train-09355,47,51.70641659675761,20.354597497493664
train-09356,3,42.96357218424478,21.828852335611984
train-09357,24,73.09048128128052,30.694861729939774
train-09358,5,46.281291580200204,9.686793518066406
train-09359,4,118.83550453186035,63.96162414550781
train-09360,29,111.65205409609037,40.730408241008895
train-09361,0,0.0,0.0
train-09362,5,32.59334716796875,12.89326171875
train-09363,70,52.27015893118722,18.04129295349121
train-09364,8,94.81514835357666,32.900118350982666
train-09365,4,71.48963737487794,29.02460479736328
train-09366,5,14.626325988769533,73.6147216796875
train-09367,32,76.64290404319762,20.03776526451111
train-09368,0,0.0,0.0
train-09369,7,52.72791181291853,16.136336462838308
train-09370,0,0.0,0.0
train-09371,10,82.43286304473877,10.227961730957029
train-09372,17,88.3245912439683,35.1139180800494
train-09373,36,71.63691541883681,26.35623645782471
train-09374,0,0.0,0.0
train-09375,0,0.0,0.0
train-09376,38,72.9022792013068,20.352346445384782
train-09377,12,127.15504010518393,57.00411605834961
train-09378,0,0.0,0.0
train-09379,17,69.01108438828412,24.548831659204822
train-09380,9,196.14142862955725,65.89486100938585
train-09381,13,165.7665246816782,52.517910297100364
train-09382,0,0.0,0.0
train-09383,7,29.673162187848767,14.32473373413086
train-09384,6,90.8888880411784,28.444445292154953
train-09385,5,60.77122802734375,5.754291534423827
train-09386,4,129.66665267944336,36.33333587646485
train-09387,2,47.75279235839844,25.595500946044922
train-09388,0,0.0,0.0
train-09389,18,96.44261148240831,37.24361981285943
train-09390,34,95.76178337545956,30.48970054177677
train-09391,0,0.0,0.0
train-09392,2,9.121658325195312,66.54376220703125
train-09393,2,127.1180419921875,82.60762023925781
train-09394,17,94.5216261919807,33.55094842349781
train-09395,1,51.99996948242188,53.3333740234375
train-09396,7,95.16075842721122,27.90053231375558
train-09397,32,83.08509159088135,25.33419609069824
train-09398,0,0.0,0.0
train-09399,0,0.0,0.0
train-09400,41,42.48243062089129,18.44738541579828
train-09401,10,90.48614654541015,61.69902801513672
train-09402,5,43.468853759765615,9.571615600585938
train-09403,21,140.9051735287621,49.79591533115932
train-09404,18,89.48408804999457,23.622134738498264
train-09405,0,0.0,0.0
train-09406,15,120.90190989176432,36.24880345662435
train-09407,10,41.011819458007814,20.0323486328125
train-09408,17,49.3681012321921,21.43005438411937
train-09409,1,74.66665649414062,132.00003051757812
train-09410,8,183.5951919555664,57.11513805389404
train-09411,0,0.0,0.0
train-09412,10,64.20922546386718,19.16717834472656
train-09413,83,46.91969797984663,13.47222459172628
train-09414,3,252.4444580078125,42.222216288248696
train-09415,6,33.449020385742195,52.18045393625896
train-09416,2,36.45455932617188,8.214187622070312
train-09417,20,66.96114578247071,27.06500625610352
train-09418,3,137.33841705322266,47.80043029785156
train-09419,16,118.18922472000122,32.22001504898071
train-09420,20,28.28431930541992,18.07609634399414
train-09421,12,33.85450236002604,12.207976023356117
train-09422,1,210.6666717529297,68.0
train-09423,19,86.55964886514765,23.16780010022615
train-09424,9,93.26109483506944,23.787440829806858
train-09425,6,114.95122400919595,38.19972292582194
train-09426,26,78.48988929161659,20.32337012657752
train-09427,19,41.55641610998856,12.659797668457033
train-09428,2,47.8865966796875,33.2586669921875
train-09429,2,26.66666889190674,24.66666412353516
train-09430,13,90.5794249314528,48.89202704796424
train-09431,6,84.18275960286458,51.96140925089517
train-09432,14,93.69667707170757,29.916584014892575
train-09433,4,163.6666488647461,64.66667938232422
train-09434,4,33.111953735351555,33.291824340820305
train-09435,0,0.0,0.0
train-09436,3,103.55555216471356,28.88887532552083
train-09437,2,30.66667938232422,12.0
train-09438,0,0.0,0.0
train-09439,2,52.42375183105469,20.98003387451172
train-09440,5,69.3333236694336,17.866668701171875
train-09441,15,46.91013107299805,16.896546427408854
train-09442,19,116.9507558722245,37.05630192003752
train-09443,0,0.0,0.0
train-09444,0,0.0,0.0
train-09445,29,84.77436854921537,27.97381276097791
train-09446,19,70.03508517616673,30.807017276161595
train-09447,8,51.22655296325684,11.82369613647461
train-09448,16,44.99290657043457,16.47262853384018
train-09449,2,123.8563232421875,3.103271484375
train-09450,31,63.44406152540638,27.602783264652377
train-09451,4,116.75292205810548,47.94509887695313
train-09452,0,0.0,0.0
train-09453,21,63.30158451625279,24.19047473725818
train-09454,8,105.17839527130128,23.60849666595459
train-09455,10,57.60249824523926,15.188566970825196
train-09456,4,76.93885326385498,123.67197895050049
train-09457,13,74.62262080265927,31.082337012657753
train-09458,16,196.203905582428,40.78228950500488
train-09459,4,65.05706787109375,17.205596923828125
train-09460,17,123.90677283791936,40.65795225255629
train-09461,1,55.88836669921875,11.67721939086914
train-09462,1,39.92156219482422,13.019622802734375
train-09463,15,78.33656107584635,26.214331181844077
train-09464,0,0.0,0.0
train-09465,27,128.65557041874638,49.012624669958036
train-09466,11,154.66855413263494,48.11926338889382
train-09467,25,48.96364456176758,22.837522048950195
train-09468,0,0.0,0.0
train-09469,12,72.27684275309245,36.374155044555664
train-09470,22,199.2286827780984,59.2616740140048
train-09471,2,88.32772064208984,90.88629150390624
train-09472,3,97.21708424886069,45.99680582682291
train-09473,2,83.21327590942383,42.41605186462402
train-09474,20,83.86634635925294,22.497423934936524
train-09475,3,44.44444783528647,34.666666666666664
train-09476,7,69.3045174734933,11.227896554129462
train-09477,10,30.436777114868164,14.281570434570312
train-09478,6,35.92528788248698,23.373057047526046
train-09479,9,140.83831871880423,45.41369925604926
train-09480,4,148.33333587646484,36.333338737487786
train-09481,17,101.64705702837776,37.64705613080193
train-09482,16,68.05839157104492,22.31732749938965
train-09483,13,30.693727933443512,8.800311161921574
train-09484,13,82.94790414663461,23.00094223022461
train-09485,3,299.9668731689453,78.318115234375
train-09486,15,40.79060821533203,17.415075810750327
train-09487,5,8.295840454101562,23.077392578125
train-09488,1,3.845458984375,105.48001098632812
train-09489,7,52.972639901297434,16.42533983503069
train-09490,0,0.0,0.0
train-09491,0,0.0,0.0
train-09492,2,164.66665649414062,67.33332824707031
train-09493,51,104.48877095241173,31.148573931525736
train-09494,0,0.0,0.0
train-09495,9,129.86665344238278,41.815286530388725
train-09496,13,34.26567517794096,15.322957112238955
train-09497,0,0.0,0.0
train-09498,0,0.0,0.0
train-09499,19,52.155246333072064,28.764087677001953
train-09500,1,21.33333396911621,34.666656494140625
train-09501,22,35.05367398262024,18.894946011629973
train-09502,6,79.09541829427083,16.661524454752605
train-09503,0,0.0,0.0
train-09504,0,0.0,0.0
train-09505,5,144.5333282470703,34.933334350585945
train-09506,1,18.66668701171875,17.333343505859375
train-09507,0,0.0,0.0
train-09508,14,36.25812203543527,35.63642011369978
train-09509,1,68.27230834960939,29.7294921875
train-09510,2,379.5469207763672,71.37332534790039
train-09511,0,0.0,0.0
train-09512,13,47.02098670372596,16.496761615459736
train-09513,22,54.7348540912975,21.3389726118608
train-09514,0,0.0,0.0
train-09515,82,59.03004227614984,22.509554258207
train-09516,14,48.20952756064278,23.485724312918528
train-09517,11,88.65621324018998,45.5768911188299
train-09518,2,78.63809967041016,37.14994812011719
train-09519,5,41.98191833496094,37.74996948242188
train-09520,12,78.56515248616536,16.341407775878903
train-09521,0,0.0,0.0
train-09522,0,0.0,0.0
train-09523,16,116.7673683166504,44.24925756454468
train-09524,1,20.0,26.666656494140625
train-09525,59,51.922552787651455,16.709865861019846
train-09526,0,0.0,0.0
train-09527,3,57.6626459757487,20.452779134114586
train-09528,1,54.66665649414063,26.66666412353516
train-09529,16,114.55356693267822,36.287756681442254
train-09530,9,95.6903127034505,45.71242735120986
train-09531,2,31.09437561035156,44.41593933105469
train-09532,23,61.87006145974864,25.8692859152089
train-09533,12,149.22259267171225,52.63599014282226
train-09534,3,32.000000635782875,9.33331298828125
train-09535,0,0.0,0.0
train-09536,15,82.01056722005208,32.445936330159505
train-09537,2,27.333335876464844,15.333328247070312
train-09538,7,77.17292131696429,43.36202130998884
train-09539,0,0.0,0.0
train-09540,0,0.0,0.0
train-09541,4,87.22007751464844,37.919184684753425
train-09542,2,66.950927734375,31.35362243652344
train-09543,0,0.0,0.0
train-09544,0,0.0,0.0
train-09545,12,196.29124577840167,57.10910924275717
train-09546,1,39.35630798339844,25.05746459960937
train-09547,0,0.0,0.0
train-09548,2,62.57568359375,19.34272766113281
train-09549,15,53.81880772908529,16.382906087239586
train-09550,5,44.70477600097657,28.71417541503907
train-09551,13,118.2533158522386,32.60961649968074
train-09552,16,59.614162921905525,22.54464530944824
train-09553,0,0.0,0.0
train-09554,14,61.54718344552175,20.15939494541713
train-09555,12,26.12357584635417,11.293365478515625
train-09556,8,75.56323814392091,24.71386337280273
train-09557,1,62.66665649414063,37.333343505859375
train-09558,2,37.21401977539063,9.42413330078125
train-09559,13,62.632537254920365,23.339568871718182
train-09560,22,84.62201491269198,23.214175484397195
train-09561,0,0.0,0.0
train-09562,10,27.032280921936035,18.350485229492183
train-09563,9,78.47636752658421,47.641491360134545
train-09564,1,53.70733642578125,25.96748352050781
train-09565,6,89.05818684895831,43.25886408487956
train-09566,1,28.42277526855469,21.528472900390625
train-09567,0,0.0,0.0
train-09568,66,46.43468729654947,17.40474206751043
train-09569,14,156.53133719308036,46.482609885079526
train-09570,5,54.61757507324218,21.264190673828125
train-09571,18,97.30854723188612,28.444281684027782
train-09572,1,24.0,9.333328247070312
train-09573,1,99.99996948242188,17.33333396911621
train-09574,13,62.69693814791165,32.09062224168043
train-09575,6,58.150426228841155,32.97634251912435
train-09576,7,33.0279791695731,13.393742152622767
train-09577,2,73.1334114074707,27.696818351745605
train-09578,37,52.524650779930326,25.723056277713265
train-09579,2,21.95401763916016,23.885040283203125
train-09580,12,51.63535944620767,30.377935091654464
train-09581,13,80.8065173809345,31.55988429142879
train-09582,1,6.666656494140625,17.333335876464847
train-09583,0,0.0,0.0
train-09584,99,56.022530680955064,19.928183873494465
train-09585,1,12.0,13.333335876464846
train-09586,43,75.27429562945699,29.00428470345431
train-09587,6,95.41374715169269,71.17195383707683
train-09588,1,26.98046875,17.411773681640625
train-09589,5,45.28043441772461,29.684304809570317
train-09590,5,132.34355163574222,46.66518859863281
train-09591,38,77.88416069432309,30.23422472100509
train-09592,25,47.24515045166016,17.775985107421874
train-09593,7,122.56587873186385,29.68689319065639
train-09594,14,181.90479932512557,61.62173461914063
train-09595,6,92.58139038085938,35.531898498535156
train-09596,8,123.75346755981444,54.98410034179688
train-09597,0,0.0,0.0
train-09598,9,62.66666497124566,23.55555682712131
train-09599,0,0.0,0.0
train-09600,10,86.63377532958984,43.537252807617186
train-09601,1,10.009765625,58.35447692871094
train-09602,7,41.67161560058594,23.492436000279017
train-09603,63,69.77074880448599,22.712426079644093
train-09604,16,37.035470604896545,16.18465304374695
train-09605,7,44.86915479387556,15.8909912109375
train-09606,0,0.0,0.0
train-09607,8,76.00261878967284,41.5820255279541
train-09608,2,54.66667175292969,60.0
train-09609,1,91.8974151611328,33.846160888671875
train-09610,48,68.302388270696,18.812572677930195
train-09611,11,72.36120622808285,30.55076737837358
train-09612,0,0.0,0.0
train-09613,0,0.0,0.0
train-09614,68,52.94436202329747,16.78947389827055
train-09615,21,40.553763253348215,21.65345618838356
train-09616,3,33.43590291341146,10.153849283854166
train-09617,26,64.86132548405574,25.68836212158203
train-09618,14,51.55199541364397,23.999391828264514
train-09619,36,48.712998072306306,16.773758782280815
train-09620,101,44.899518437904895,14.213687249929595
train-09621,5,116.6248779296875,43.90360107421875
train-09622,0,0.0,0.0
train-09623,22,89.09669720042835,29.634964509443805
train-09624,15,95.05965143839519,32.861776224772136
train-09625,3,76.44445037841797,19.555562337239586
train-09626,0,0.0,0.0
train-09627,26,56.613563097440284,29.565814678485573
train-09628,6,44.15435028076172,23.479286193847656
train-09629,4,33.333337783813484,16.99999475479126
train-09630,0,0.0,0.0
train-09631,3,40.44444274902344,143.99999491373697
train-09632,23,75.23415872325067,25.95921209584112
train-09633,3,40.19957987467448,7.07855224609375
train-09634,29,82.03248596191406,26.907267866463496
train-09635,6,135.92810821533206,40.862388610839844
train-09636,3,350.11748250325513,74.19141133626302
train-09637,9,42.10469902886285,11.534554375542536
train-09638,5,233.9768432617188,114.75009765625
train-09639,0,0.0,0.0
train-09640,21,21.670022691999158,9.485452561151414
train-09641,53,72.68138892695589,36.060344911971185
train-09642,4,54.76113319396973,4.980438232421875
train-09643,8,41.05759716033936,26.80289459228516
train-09644,12,48.25972048441568,21.53713798522949
train-09645,3,86.89026896158856,17.594735463460285
train-09646,3,31.893475850423172,18.60205332438151
train-09647,4,84.03064155578612,62.48094940185547
train-09648,3,134.43749364217123,51.09071858723959
train-09649,0,0.0,0.0
train-09650,1,137.34564208984378,103.8311767578125
train-09651,15,53.05718460083008,32.645554860432945
train-09652,0,0.0,0.0
train-09653,0,0.0,0.0
train-09654,10,190.19453201293945,43.04829597473145
train-09655,99,51.48385916815864,19.6727558482777
train-09656,0,0.0,0.0
train-09657,14,69.73166329520089,38.58544267926897
train-09658,34,55.28284252391142,42.49833230411304
train-09659,52,54.47812249110295,20.31638611280001
train-09660,13,74.62216421274039,19.542979607215294
train-09661,0,0.0,0.0
train-09662,0,0.0,0.0
train-09663,6,45.111119588216155,12.22222137451172
train-09664,7,69.35903712681362,34.44031415666853
train-09665,2,84.7999792098999,38.266693115234375
train-09666,37,76.45639512345598,31.37150120090794
train-09667,42,59.309504736037475,20.084039869762602
train-09668,17,72.53354364282944,33.85922948051901
train-09669,8,42.42517852783203,22.59390878677368
train-09670,0,0.0,0.0
train-09671,0,0.0,0.0
train-09672,0,0.0,0.0
train-09673,12,99.2609780629476,30.279869079589844
train-09674,4,45.88653755187988,16.871902465820312
train-09675,1,308.4860534667969,28.100494384765625
train-09676,9,59.564428541395394,22.07049263848199
train-09677,17,39.70385562672335,9.348670959472656
train-09678,8,93.73948192596436,19.61774301528931
train-09679,8,102.83333206176758,35.66667699813843
train-09680,21,94.05777558826263,23.072083246140252
train-09681,12,63.498326619466155,40.058990478515625
train-09682,1,31.231353759765625,20.6588134765625
train-09683,13,85.73168006310097,32.966163048377396
train-09684,11,121.78657462380149,35.419172113591976
train-09685,13,74.97347024770883,20.12038949819712
train-09686,0,0.0,0.0
train-09687,24,36.177408695220954,17.037446339925133
train-09688,17,56.47446621165556,15.644267811494716
train-09689,14,71.330803666796,30.453411783490857
train-09690,4,186.39147186279297,15.446195602416992
train-09691,0,0.0,0.0
train-09692,0,0.0,0.0
train-09693,3,53.9487279256185,25.29914347330729
train-09694,23,155.800723200259,57.64168449070143
train-09695,29,42.19838004276671,18.489813245576
train-09696,19,138.66591684441818,45.180209711978314
train-09697,7,174.21121869768416,64.1614990234375
train-09698,6,33.015381495157875,18.167536735534668
train-09699,14,70.75788007463727,18.381103515625
train-09700,0,0.0,0.0
train-09701,0,0.0,0.0
train-09702,66,41.65754948240338,28.1112365433664
train-09703,38,63.42282252562674,39.59455675827829
train-09704,1,72.02294921875,35.60920715332031
train-09705,3,86.12570699055988,60.76317596435547
train-09706,0,0.0,0.0
train-09707,4,188.12251663208008,40.671154975891106
train-09708,3,39.020843505859375,32.378580729166664
train-09709,4,71.5149154663086,40.94804000854492
train-09710,22,60.04818586869675,27.209483059969816
train-09711,42,60.088297934759225,22.764796938214978
train-09712,15,40.766404215494795,14.820725758870445
train-09713,0,0.0,0.0
train-09714,28,46.25924955095564,22.515159198216033
train-09715,4,43.84024143218994,35.947265625
train-09716,2,198.98092651367188,141.2250518798828
train-09717,3,243.54399617513025,170.5778554280599
train-09718,1,20.0,13.333343505859375
train-09719,10,42.52796630859375,18.800738525390624
train-09720,2,58.56438827514648,19.23834228515625
train-09721,9,90.38670179578993,19.333331637912327
train-09722,8,205.1484088897705,75.5941677093506
train-09723,14,62.62788282121931,24.311058044433594
train-09724,0,0.0,0.0
train-09725,0,0.0,0.0
train-09726,14,63.66394642421177,31.30606460571289
train-09727,18,79.82580142551,20.69088406032986
train-09728,8,71.2524528503418,29.52344512939453
train-09729,6,101.77777353922528,31.777778943379715
train-09730,9,166.96295335557727,42.666663275824654
train-09731,1,34.6666259765625,14.66668701171875
train-09732,5,66.5094497680664,20.460680389404292
train-09733,29,64.99952526750235,25.124018175848605
train-09734,50,49.59302734375,16.89091932296753
train-09735,19,155.91688336824114,41.915554448177936
train-09736,31,69.20429980370307,24.98924292287519
train-09737,1,39.30196380615234,22.4078369140625
train-09738,3,100.8888816833496,58.2222162882487
train-09739,23,105.10927084217899,32.03750875721807
train-09740,19,80.92860653525905,25.813027632863893
train-09741,0,0.0,0.0
train-09742,36,55.669678846995026,23.996637927161327
train-09743,8,230.8795223236084,111.4310188293457
train-09744,17,97.49019847196692,37.098041758817786
train-09745,1,40.0,29.33332824707031
train-09746,2,43.47489929199219,27.45722579956055
train-09747,2,87.9747200012207,78.55479431152344
train-09748,2,87.33332061767578,25.33332824707031
train-09749,6,150.79070281982422,42.94597371419271
train-09750,1,273.33331298828125,52.0
train-09751,9,31.631734212239586,17.221384684244793
train-09752,0,0.0,0.0
train-09753,3,144.05825805664062,43.00876871744792
train-09754,3,12.444437662760414,46.66666666666666
train-09755,11,35.77151211825284,14.12757596102628
train-09756,27,43.43691465589736,14.658419008608217
train-09757,6,26.43030103047689,42.935455322265625
train-09758,5,50.133329010009774,14.40001220703125
train-09759,1,30.24395751953125,20.19515991210937
train-09760,0,0.0,0.0
train-09761,0,0.0,0.0
train-09762,19,188.47958775570518,50.25187361867803
train-09763,24,69.04697926839192,28.109791119893387
train-09764,24,122.44028933842975,39.36395136515299
train-09765,3,165.44775390625,85.62469991048177
train-09766,27,63.68030646995262,25.728899284645358
train-09767,2,59.82002258300781,21.1661376953125
train-09768,1,56.61537170410156,17.743621826171875
train-09769,10,35.525882720947266,18.40299224853516
train-09770,158,45.922252920609495,15.43301536463484
train-09771,0,0.0,0.0
train-09772,0,0.0,0.0
train-09773,7,47.478818075997495,16.298570905412948
train-09774,0,0.0,0.0
train-09775,0,0.0,0.0
train-09776,10,206.18963928222652,40.64306869506836
train-09777,19,61.819078947368425,22.30054112484581
train-09778,0,0.0,0.0
train-09779,13,96.02916658841649,36.22511966411884
train-09780,1,32.0,26.66666412353516
train-09781,32,62.11475384235382,19.86196866631508
train-09782,5,50.70477752685546,27.75684356689453
train-09783,27,91.16049618191191,29.333330225061488
train-09784,0,0.0,0.0
train-09785,0,0.0,0.0
train-09786,1,10.666656494140623,28.0
train-09787,1,14.666666984558105,38.66668701171875
train-09788,46,80.13512876759405,28.01665324750154
train-09789,2,23.33333396911621,25.33333301544189
train-09790,0,0.0,0.0
train-09791,19,167.68768149928042,46.5266008879009
train-09792,3,106.6666514078776,22.666665395100907
train-09793,12,48.73955154418945,23.17214425404866
train-09794,0,0.0,0.0
train-09795,12,79.26611836751302,41.04194895426432
train-09796,2,45.33333396911621,19.333328247070312
train-09797,10,227.8808990478516,39.44130058288575
train-09798,17,88.82382325565113,21.832932528327493
train-09799,0,0.0,0.0
train-09800,3,128.75153605143228,35.377115885416664
train-09801,0,0.0,0.0
train-09802,0,0.0,0.0
train-09803,5,109.4406509399414,30.7674560546875
train-09804,12,46.37915547688803,26.660082499186203
train-09805,0,0.0,0.0
